date_recovered,province,cumulative_recovered,Unnamed: 3,Unnamed: 4,province_source,source
2020-04-01,Nova Scotia,11.0,,,,
2020-03-31,Nova Scotia,10.0,,,,
2020-03-30,Nova Scotia,10.0,,,,
2020-03-29,Nova Scotia,7.0,,,,
2020-03-28,Nova Scotia,4.0,,,,
2020-03-27,Nova Scotia,3.0,,,,
2020-03-26,Nova Scotia,2.0,,,,
2020-03-25,Nova Scotia,2.0,,,,
2020-03-24,Nova Scotia,1.0,,,,
2020-03-23,Nova Scotia,0.0,,,,
2020-03-22,Nova Scotia,0.0,,,,
2020-03-21,Nova Scotia,0.0,,,,
2020-03-20,Nova Scotia,0.0,,,,
2020-03-19,Nova Scotia,0.0,,,,
2020-03-18,Nova Scotia,0.0,,,,
2020-03-17,Nova Scotia,0.0,,,,
2020-03-16,Nova Scotia,0.0,,,,
2020-03-15,Nova Scotia,0.0,,,,
2020-03-14,Nova Scotia,,,,,
2020-03-13,Nova Scotia,,,,,
2020-03-12,Nova Scotia,,,,,
2020-03-11,Nova Scotia,,,,,
2020-03-10,Nova Scotia,,,,,
2020-03-09,Nova Scotia,,,,,
2020-03-08,Nova Scotia,,,,,
2020-03-07,Nova Scotia,,,,,
2020-03-06,Nova Scotia,,,,,
2020-03-05,Nova Scotia,,,,,
2020-03-04,Nova Scotia,,,,,
2020-03-03,Nova Scotia,,,,,
2020-03-02,Nova Scotia,,,,,
2020-03-01,Nova Scotia,,,,,
2020-02-29,Nova Scotia,,,,,
2020-02-28,Nova Scotia,,,,,
2020-02-27,Nova Scotia,,,,,
2020-02-26,Nova Scotia,,,,,
2020-02-25,Nova Scotia,,,,,
2020-02-24,Nova Scotia,,,,,
2020-02-23,Nova Scotia,,,,,
2020-02-22,Nova Scotia,,,,,
2020-02-21,Nova Scotia,,,,,
2020-02-20,Nova Scotia,,,,,
2020-02-19,Nova Scotia,,,,,
2020-02-18,Nova Scotia,,,,,
2020-02-17,Nova Scotia,,,,,
2020-02-16,Nova Scotia,,,,,
2020-02-15,Nova Scotia,,,,,
2020-02-14,Nova Scotia,,,,,
2020-02-13,Nova Scotia,,,,,
2020-02-12,Nova Scotia,,,,,
2020-06-18,Ontario,28004.0,,,,
2020-06-17,Ontario,27784.0,,,,
2020-06-16,Ontario,27431.0,,,,
2020-06-15,Ontario,27213.0,,,,
2020-06-14,Ontario,26961.0,,,,
2020-06-13,Ontario,26538.0,,,,
2020-06-12,Ontario,26187.0,,,,
2020-06-11,Ontario,25885.0,,,,
2020-06-10,Ontario,25380.0,,,,
2020-06-09,Ontario,24829.0,,,,
2020-06-08,Ontario,24492.0,,,,
2020-06-07,Ontario,24252.0,,,,
2020-06-06,Ontario,23947.0,,,,
2020-06-05,Ontario,23583.0,,,,
2020-06-04,Ontario,23208.0,,,,
2020-06-03,Ontario,22811.0,,,,
2020-06-02,Ontario,22484.0,,,,
2020-06-01,Ontario,22153.0,,,,
2020-05-31,Ontario,21810.0,,,,
2020-05-30,Ontario,21353.0,,,,
2020-05-29,Ontario,20983.0,,,,
2020-05-28,Ontario,20673.0,,,,
2020-05-27,Ontario,20372.0,,,,
2020-05-26,Ontario,19958.0,,,,
2020-05-25,Ontario,19698.0,,,,
2020-05-24,Ontario,19477.0,,,,
2020-05-23,Ontario,19146.0,,,,
2020-05-22,Ontario,18767.0,,,,
2020-05-21,Ontario,18509.0,,,,
2020-05-20,Ontario,18190.0,,,,
2020-05-19,Ontario,17898.0,,,,
2020-05-18,Ontario,17638.0,,,,
2020-05-17,Ontario,17360.0,,,,
2020-05-16,Ontario,17020.0,,,,
2020-05-15,Ontario,16641.0,,,,
2020-05-14,Ontario,16204.0,,,,
2020-05-13,Ontario,15845.0,,,,
2020-05-12,Ontario,15391.0,,,,
2020-05-11,Ontario,15131.0,,,,
2020-05-10,Ontario,14772.0,,,,
2020-05-09,Ontario,14383.0,,,,
2020-05-08,Ontario,13990.0,,,,
2020-05-07,Ontario,13569.0,,,,
2020-05-06,Ontario,13222.0,,,,
2020-05-05,Ontario,12779.0,,,,
2020-05-04,Ontario,12505.0,,,,
2020-05-03,Ontario,12005.0,,,,
2020-05-02,Ontario,11390.0,,,,
2020-05-01,Ontario,10825.0,,,,
2020-04-30,Ontario,10205.0,,,,
2020-04-29,Ontario,9612.0,,,,
2020-04-28,Ontario,8964.0,,,,
2020-04-27,Ontario,8525.0,,,,
2020-04-26,Ontario,8000.0,,,,
2020-04-25,Ontario,7509.0,,,,
2020-04-24,Ontario,7087.0,,,,
2020-04-23,Ontario,6680.0,,,,
2020-04-22,Ontario,6221.0,,,,
2020-04-21,Ontario,5806.0,,,,
2020-04-20,Ontario,5515.0,,,,
2020-04-19,Ontario,5209.0,,,,
2020-04-18,Ontario,4875.0,,,,
2020-04-17,Ontario,4556.0,,,,
2020-04-16,Ontario,4194.0,,,,
2020-04-15,Ontario,3902.0,,,,
2020-04-14,Ontario,3568.0,,,,
2020-04-13,Ontario,3357.0,,,,
2020-04-12,Ontario,3121.0,,,,
2020-04-11,Ontario,2858.0,,,,
2020-04-10,Ontario,2574.0,,,,
2020-04-09,Ontario,2305.0,,,,
2020-04-08,Ontario,2074.0,,,,
2020-04-07,Ontario,1802.0,,,,
2020-04-06,Ontario,1624.0,,,,
2020-04-05,Ontario,1449.0,,,,
2020-04-04,Ontario,1219.0,,,,
2020-04-03,Ontario,1023.0,,,,
2020-04-02,Ontario,831.0,,,,
2020-04-01,Ontario,689.0,,,,
2020-03-31,Ontario,534.0,,,,
2020-03-30,Ontario,431.0,,,,
2020-03-29,Ontario,8.0,,,,
2020-03-28,Ontario,8.0,,,,
2020-03-27,Ontario,8.0,,,,
2020-03-26,Ontario,8.0,,,,
2020-03-25,Ontario,8.0,,,,
2020-03-24,Ontario,8.0,,,,
2020-03-23,Ontario,8.0,,,,
2020-03-22,Ontario,8.0,,,,
2020-03-21,Ontario,6.0,,,,
2020-03-20,Ontario,5.0,,,,
2020-03-19,Ontario,5.0,,,,
2020-03-18,Ontario,5.0,,,,
2020-03-17,Ontario,5.0,,,,
2020-03-16,Ontario,5.0,,,,
2020-03-15,Ontario,5.0,,,,
2020-03-14,Ontario,5.0,,,,
2020-03-13,Ontario,5.0,,,,
2020-03-12,Ontario,5.0,,,,
2020-03-11,Ontario,5.0,,,,
2020-03-10,Ontario,5.0,,,,
2020-03-09,Ontario,5.0,,,,
2020-03-08,Ontario,4.0,,,,
2020-03-07,Ontario,4.0,,,,
2020-03-06,Ontario,4.0,,,,
2020-03-05,Ontario,4.0,,,,
2020-03-04,Ontario,3.0,,,,
2020-03-03,Ontario,3.0,,,,
2020-03-02,Ontario,3.0,,,,
2020-03-01,Ontario,3.0,,,,
2020-02-29,Ontario,3.0,,,,
2020-02-28,Ontario,3.0,,,,
2020-02-27,Ontario,3.0,,,,
2020-02-26,Ontario,3.0,,,,
2020-02-25,Ontario,3.0,,,,
2020-02-24,Ontario,3.0,,,,
2020-02-23,Ontario,3.0,,,,
2020-02-22,Ontario,3.0,,,,
2020-02-21,Ontario,3.0,,,,
2020-02-20,Ontario,2.0,,,,
2020-02-19,Ontario,1.0,,,,
2020-02-18,Ontario,1.0,,,,
2020-02-17,Ontario,1.0,,,,
2020-02-16,Ontario,1.0,,,,
2020-02-15,Ontario,1.0,,,,
2020-02-14,Ontario,1.0,,,,
2020-02-13,Ontario,1.0,,,,
2020-02-12,Ontario,1.0,,,,
2020-06-18,PEI,27.0,,,,
2020-06-17,PEI,27.0,,,,
2020-06-16,PEI,27.0,,,,
2020-06-15,PEI,27.0,,,,
2020-06-14,PEI,27.0,,,,
2020-06-13,PEI,27.0,,,,
2020-06-12,PEI,27.0,,,,
2020-06-11,PEI,27.0,,,,
2020-06-10,PEI,27.0,,,,
2020-06-09,PEI,27.0,,,,
2020-06-08,PEI,27.0,,,,
2020-06-07,PEI,27.0,,,,
2020-06-06,PEI,27.0,,,,
2020-06-05,PEI,27.0,,,,
2020-06-04,PEI,27.0,,,,
2020-06-03,PEI,27.0,,,,
2020-06-02,PEI,27.0,,,,
2020-06-01,PEI,27.0,,,,
2020-05-31,PEI,27.0,,,,
2020-05-30,PEI,27.0,,,,
2020-05-29,PEI,27.0,,,,
2020-05-28,PEI,27.0,,,,
2020-05-27,PEI,27.0,,,,
2020-05-26,PEI,27.0,,,,
2020-05-25,PEI,27.0,,,,
2020-05-24,PEI,27.0,,,,
2020-05-23,PEI,27.0,,,,
2020-05-22,PEI,27.0,,,,
2020-05-21,PEI,27.0,,,,
2020-05-20,PEI,27.0,,,,
2020-05-19,PEI,27.0,,,,
2020-05-18,PEI,27.0,,,,
2020-05-17,PEI,27.0,,,,
2020-05-16,PEI,27.0,,,,
2020-05-15,PEI,27.0,,,,
2020-05-14,PEI,27.0,,,,
2020-05-13,PEI,27.0,,,,
2020-05-12,PEI,27.0,,,,
2020-05-11,PEI,27.0,,,,
2020-05-10,PEI,27.0,,,,
2020-05-09,PEI,27.0,,,,
2020-05-08,PEI,27.0,,,,
2020-05-07,PEI,26.0,,,,
2020-05-06,PEI,26.0,,,,
2020-05-05,PEI,25.0,,,,
2020-05-04,PEI,25.0,,,,
2020-05-03,PEI,24.0,,,,
2020-05-02,PEI,24.0,,,,
2020-05-01,PEI,24.0,,,,
2020-04-30,PEI,24.0,,,,
2020-04-29,PEI,24.0,,,,
2020-04-28,PEI,24.0,,,,
2020-04-27,PEI,24.0,,,,
2020-04-26,PEI,24.0,,,,
2020-04-25,PEI,24.0,,,,
2020-04-24,PEI,24.0,,,,
2020-04-23,PEI,24.0,,,,
2020-04-22,PEI,24.0,,,,
2020-04-21,PEI,23.0,,,,
2020-04-20,PEI,23.0,,,,
2020-04-19,PEI,23.0,,,,
2020-04-18,PEI,23.0,,,,
2020-04-17,PEI,23.0,,,,
2020-04-16,PEI,23.0,,,,
2020-04-15,PEI,23.0,,,,
2020-04-14,PEI,23.0,,,,
2020-04-13,PEI,23.0,,,,
2020-04-12,PEI,17.0,,,,
2020-04-11,PEI,17.0,,,,
2020-04-10,PEI,17.0,,,,
2020-04-09,PEI,17.0,,,,
2020-04-08,PEI,17.0,,,,
2020-04-07,PEI,8.0,,,,
2020-04-06,PEI,8.0,,,,
2020-04-05,PEI,6.0,,,,
2020-04-04,PEI,6.0,,,,
2020-04-03,PEI,4.0,,,,
2020-04-02,PEI,3.0,,,,
2020-04-01,PEI,3.0,,,,
2020-03-31,PEI,1.0,,,,
2020-03-30,PEI,1.0,,,,
2020-03-29,PEI,1.0,,,,
2020-03-28,PEI,1.0,,,,
2020-03-27,PEI,1.0,,,,
2020-03-26,PEI,1.0,,,,
2020-03-25,PEI,0.0,,,,
2020-03-24,PEI,0.0,,,,
2020-03-23,PEI,0.0,,,,
2020-03-22,PEI,0.0,,,,
2020-03-21,PEI,0.0,,,,
2020-03-20,PEI,0.0,,,,
2020-03-19,PEI,0.0,,,,
2020-03-18,PEI,0.0,,,,
2020-03-17,PEI,0.0,,,,
2020-03-16,PEI,0.0,,,,
2020-03-15,PEI,0.0,,,,
2020-03-14,PEI,0.0,,,,
2020-03-13,PEI,,,,,
2020-03-12,PEI,,,,,
2020-03-11,PEI,,,,,
2020-03-10,PEI,,,,,
2020-03-09,PEI,,,,,
2020-03-08,PEI,,,,,
2020-03-07,PEI,,,,,
2020-03-06,PEI,,,,,
2020-03-05,PEI,,,,,
2020-03-04,PEI,,,,,
2020-03-03,PEI,,,,,
2020-03-02,PEI,,,,,
2020-03-01,PEI,,,,,
2020-02-29,PEI,,,,,
2020-02-28,PEI,,,,,
2020-02-27,PEI,,,,,
2020-02-26,PEI,,,,,
2020-02-25,PEI,,,,,
2020-02-24,PEI,,,,,
2020-02-23,PEI,,,,,
2020-02-22,PEI,,,,,
2020-02-21,PEI,,,,,
2020-02-20,PEI,,,,,
2020-02-19,PEI,,,,,
2020-02-18,PEI,,,,,
2020-02-17,PEI,,,,,
2020-02-16,PEI,,,,,
2020-02-15,PEI,,,,,
2020-02-14,PEI,,,,,
2020-02-13,PEI,,,,,
2020-02-12,PEI,,,,,
2020-06-18,Quebec,22754.0,,,,
2020-06-17,Quebec,22549.0,,,,
2020-06-16,Quebec,22350.0,,,,
2020-06-15,Quebec,22213.0,,,,
2020-06-14,Quebec,21742.0,,,,
2020-06-13,Quebec,21281.0,,,,
2020-06-12,Quebec,20823.0,,,,
2020-06-11,Quebec,20299.0,,,,
2020-06-10,Quebec,19841.0,,,,
2020-06-09,Quebec,19361.0,,,,
2020-06-08,Quebec,18994.0,,,,
2020-06-07,Quebec,18714.0,,,,
2020-06-06,Quebec,18412.0,,,,
2020-06-05,Quebec,17764.0,,,,
2020-06-04,Quebec,17336.0,,,,
2020-06-03,Quebec,17098.0,,,,
2020-06-02,Quebec,16803.0,,,,
2020-06-01,Quebec,16597.0,,,,
2020-05-31,Quebec,16346.0,,,,
2020-05-30,Quebec,16070.0,,,,
2020-05-29,Quebec,15908.0,,,,
2020-05-28,Quebec,15618.0,,,,
2020-05-27,Quebec,15319.0,,,,
2020-05-26,Quebec,14999.0,,,,
2020-05-25,Quebec,14654.0,,,,
2020-05-24,Quebec,14331.0,,,,
2020-05-23,Quebec,14044.0,,,,
2020-05-22,Quebec,13819.0,,,,
2020-05-21,Quebec,13327.0,,,,
2020-05-20,Quebec,12822.0,,,,
2020-05-19,Quebec,12497.0,,,,
2020-05-18,Quebec,12045.0,,,,
2020-05-17,Quebec,11754.0,,,,
2020-05-16,Quebec,11458.0,,,,
2020-05-15,Quebec,11039.0,,,,
2020-05-14,Quebec,10829.0,,,,
2020-05-13,Quebec,10470.0,,,,
2020-05-12,Quebec,10056.0,,,,
2020-05-11,Quebec,9703.0,,,,
2020-05-10,Quebec,9526.0,,,,
2020-05-09,Quebec,9268.0,,,,
2020-05-08,Quebec,8928.0,,,,
2020-05-07,Quebec,8673.0,,,,
2020-05-06,Quebec,8284.0,,,,
2020-05-05,Quebec,7923.0,,,,
2020-05-04,Quebec,7578.0,,,,
2020-05-03,Quebec,7258.0,,,,
2020-05-02,Quebec,6965.0,,,,
2020-05-01,Quebec,6700.0,,,,
2020-04-30,Quebec,6299.0,,,,
2020-04-29,Quebec,6048.0,,,,
2020-04-28,Quebec,5841.0,,,,
2020-04-27,Quebec,5517.0,,,,
2020-04-26,Quebec,5342.0,,,,
2020-04-25,Quebec,5057.0,,,,
2020-04-24,Quebec,4724.0,,,,
2020-04-23,Quebec,4484.0,,,,
2020-04-22,Quebec,4291.0,,,,
2020-04-21,Quebec,4048.0,,,,
2020-04-20,Quebec,3847.0,,,,
2020-04-19,Quebec,3555.0,,,,
2020-04-18,Quebec,3315.0,,,,
2020-04-17,Quebec,3068.0,,,,
2020-04-16,Quebec,2841.0,,,,
2020-04-15,Quebec,2491.0,,,,
2020-04-14,Quebec,2146.0,,,,
2020-04-13,Quebec,1982.0,,,,
2020-04-12,Quebec,1745.0,,,,
2020-04-11,Quebec,1563.0,,,,
2020-04-10,Quebec,1341.0,,,,
2020-04-09,Quebec,1112.0,,,,
2020-04-08,Quebec,827.0,,,,
2020-04-07,Quebec,720.0,,,,
2020-04-06,Quebec,611.0,,,,
2020-04-05,Quebec,464.0,,,,
2020-04-04,Quebec,437.0,,,,
2020-04-03,Quebec,306.0,,,,
2020-04-02,Quebec,224.0,,,,
2020-04-01,Quebec,155.0,,,,
2020-03-31,Quebec,84.0,,,,
2020-03-30,Quebec,84.0,,,,
2020-03-29,Quebec,84.0,,,,
2020-03-28,Quebec,29.0,,,,
2020-03-27,Quebec,29.0,,,,
2020-03-26,Quebec,1.0,,,,
2020-03-25,Quebec,1.0,,,,
2020-03-24,Quebec,1.0,,,,
2020-03-23,Quebec,1.0,,,,
2020-03-22,Quebec,1.0,,,,
2020-03-21,Quebec,1.0,,,,
2020-03-20,Quebec,1.0,,,,
2020-03-19,Quebec,1.0,,,,
2020-03-18,Quebec,1.0,,,,
2020-03-17,Quebec,0.0,,,,
2020-03-16,Quebec,0.0,,,,
2020-03-15,Quebec,0.0,,,,
2020-03-14,Quebec,0.0,,,,
2020-03-13,Quebec,0.0,,,,
2020-03-12,Quebec,0.0,,,,
2020-03-11,Quebec,0.0,,,,
2020-03-10,Quebec,0.0,,,,
2020-03-09,Quebec,0.0,,,,
2020-03-08,Quebec,0.0,,,,
2020-03-07,Quebec,0.0,,,,
2020-03-06,Quebec,0.0,,,,
2020-03-05,Quebec,0.0,,,,
2020-03-04,Quebec,0.0,,,,
2020-03-03,Quebec,0.0,,,,
2020-03-02,Quebec,0.0,,,,
2020-03-01,Quebec,0.0,,,,
2020-02-29,Quebec,0.0,,,,
2020-02-28,Quebec,0.0,,,,
2020-02-27,Quebec,0.0,,,,
2020-02-26,Quebec,,,,,
2020-02-25,Quebec,,,,,
2020-02-24,Quebec,,,,,
2020-02-23,Quebec,,,,,
2020-02-22,Quebec,,,,,
2020-02-21,Quebec,,,,,
2020-02-20,Quebec,,,,,
2020-02-19,Quebec,,,,,
2020-02-18,Quebec,,,,,
2020-02-17,Quebec,,,,,
2020-02-16,Quebec,,,,,
2020-02-15,Quebec,,,,,
2020-02-14,Quebec,,,,,
2020-02-13,Quebec,,,,,
2020-02-12,Quebec,,,,,
2020-06-18,Saskatchewan,636.0,,,,
2020-06-17,Saskatchewan,633.0,,,,
2020-06-16,Saskatchewan,631.0,,,,
2020-06-15,Saskatchewan,629.0,,,,
2020-06-14,Saskatchewan,628.0,,,,
2020-06-13,Saskatchewan,628.0,,,,
2020-06-12,Saskatchewan,627.0,,,,
2020-06-11,Saskatchewan,626.0,,,,
2020-06-10,Saskatchewan,624.0,,,,
2020-06-09,Saskatchewan,624.0,,,,
2020-06-08,Saskatchewan,624.0,,,,
2020-06-07,Saskatchewan,623.0,,,,
2020-06-06,Saskatchewan,611.0,,,,
2020-06-05,Saskatchewan,611.0,,,,
2020-06-04,Saskatchewan,608.0,,,,
2020-06-03,Saskatchewan,602.0,,,,
2020-06-02,Saskatchewan,602.0,,,,
2020-06-01,Saskatchewan,588.0,,,,
2020-05-31,Saskatchewan,582.0,,,,
2020-05-30,Saskatchewan,580.0,,,,
2020-05-29,Saskatchewan,570.0,,,,
2020-05-28,Saskatchewan,568.0,,,,
2020-05-27,Saskatchewan,559.0,,,,
2020-05-26,Saskatchewan,549.0,,,,
2020-05-25,Saskatchewan,546.0,,,,
2020-05-24,Saskatchewan,538.0,,,,
2020-05-23,Saskatchewan,535.0,,,,
2020-05-22,Saskatchewan,521.0,,,,
2020-05-21,Saskatchewan,509.0,,,,
2020-05-20,Saskatchewan,494.0,,,,
2020-05-19,Saskatchewan,470.0,,,,
2020-05-18,Saskatchewan,455.0,,,,
2020-05-17,Saskatchewan,444.0,,,,
2020-05-16,Saskatchewan,433.0,,,,
2020-05-15,Saskatchewan,408.0,,,,
2020-05-14,Saskatchewan,398.0,,,,
2020-05-13,Saskatchewan,385.0,,,,
2020-05-12,Saskatchewan,374.0,,,,
2020-05-11,Saskatchewan,363.0,,,,
2020-05-10,Saskatchewan,349.0,,,,
2020-05-09,Saskatchewan,340.0,,,,
2020-05-08,Saskatchewan,335.0,,,,
2020-05-07,Saskatchewan,329.0,,,,
2020-05-06,Saskatchewan,312.0,,,,
2020-05-05,Saskatchewan,310.0,,,,
2020-05-04,Saskatchewan,307.0,,,,
2020-05-03,Saskatchewan,305.0,,,,
2020-05-02,Saskatchewan,302.0,,,,
2020-05-01,Saskatchewan,297.0,,,,
2020-04-30,Saskatchewan,295.0,,,,
2020-04-29,Saskatchewan,291.0,,,,
2020-04-28,Saskatchewan,291.0,,,,
2020-04-27,Saskatchewan,288.0,,,,
2020-04-26,Saskatchewan,288.0,,,,
2020-04-25,Saskatchewan,288.0,,,,
2020-04-24,Saskatchewan,280.0,,,,
2020-04-23,Saskatchewan,270.0,,,,
2020-04-22,Saskatchewan,261.0,,,,
2020-04-21,Saskatchewan,252.0,,,,
2020-04-20,Saskatchewan,238.0,,,,
2020-04-19,Saskatchewan,234.0,,,,
2020-04-18,Saskatchewan,234.0,,,,
2020-04-17,Saskatchewan,228.0,,,,
2020-04-16,Saskatchewan,219.0,,,,
2020-04-15,Saskatchewan,205.0,,,,
2020-04-14,Saskatchewan,187.0,,,,
2020-04-13,Saskatchewan,178.0,,,,
2020-04-12,Saskatchewan,164.0,,,,
2020-04-11,Saskatchewan,147.0,,,,
2020-04-10,Saskatchewan,136.0,,,,
2020-04-09,Saskatchewan,115.0,,,,
2020-04-08,Saskatchewan,103.0,,,,
2020-04-07,Saskatchewan,88.0,,,,
2020-04-06,Saskatchewan,81.0,,,,
2020-04-05,Saskatchewan,67.0,,,,
2020-04-04,Saskatchewan,55.0,,,,
2020-04-03,Saskatchewan,48.0,,,,
2020-04-02,Saskatchewan,36.0,,,,
2020-04-01,Saskatchewan,30.0,,,,
2020-03-31,Saskatchewan,21.0,,,,
2020-03-30,Saskatchewan,14.0,,,,
2020-03-29,Saskatchewan,8.0,,,,
2020-03-28,Saskatchewan,4.0,,,,
2020-03-27,Saskatchewan,3.0,,,,
2020-03-26,Saskatchewan,3.0,,,,
2020-03-25,Saskatchewan,0.0,,,,
2020-03-24,Saskatchewan,0.0,,,,
2020-03-23,Saskatchewan,0.0,,,,
2020-03-22,Saskatchewan,0.0,,,,
2020-03-21,Saskatchewan,0.0,,,,
2020-03-20,Saskatchewan,0.0,,,,
2020-03-19,Saskatchewan,0.0,,,,
2020-03-18,Saskatchewan,0.0,,,,
2020-03-17,Saskatchewan,0.0,,,,
2020-03-16,Saskatchewan,0.0,,,,
2020-03-15,Saskatchewan,0.0,,,,
2020-03-14,Saskatchewan,0.0,,,,
2020-03-13,Saskatchewan,0.0,,,,
2020-03-12,Saskatchewan,0.0,,,,
2020-03-11,Saskatchewan,,,,,
2020-03-10,Saskatchewan,,,,,
2020-03-09,Saskatchewan,,,,,
2020-03-08,Saskatchewan,,,,,
2020-03-07,Saskatchewan,,,,,
2020-03-06,Saskatchewan,,,,,
2020-03-05,Saskatchewan,,,,,
2020-03-04,Saskatchewan,,,,,
2020-03-03,Saskatchewan,,,,,
2020-03-02,Saskatchewan,,,,,
2020-03-01,Saskatchewan,,,,,
2020-02-29,Saskatchewan,,,,,
2020-02-28,Saskatchewan,,,,,
2020-02-27,Saskatchewan,,,,,
2020-02-26,Saskatchewan,,,,,
2020-02-25,Saskatchewan,,,,,
2020-02-24,Saskatchewan,,,,,
2020-02-23,Saskatchewan,,,,,
2020-02-22,Saskatchewan,,,,,
2020-02-21,Saskatchewan,,,,,
2020-02-20,Saskatchewan,,,,,
2020-02-19,Saskatchewan,,,,,
2020-02-18,Saskatchewan,,,,,
2020-02-17,Saskatchewan,,,,,
2020-02-16,Saskatchewan,,,,,
2020-02-15,Saskatchewan,,,,,
2020-02-14,Saskatchewan,,,,,
2020-02-13,Saskatchewan,,,,,
2020-02-12,Saskatchewan,,,,,
2020-06-18,NWT,5.0,,,,
2020-06-17,NWT,5.0,,,,
2020-06-16,NWT,5.0,,,,
2020-06-15,NWT,5.0,,,,
2020-06-14,NWT,5.0,,,,
2020-06-13,NWT,5.0,,,,
2020-06-12,NWT,5.0,,,,
2020-06-11,NWT,5.0,,,,
2020-06-10,NWT,5.0,,,,
2020-06-09,NWT,5.0,,,,
2020-06-08,NWT,5.0,,,,
2020-06-07,NWT,5.0,,,,
2020-06-06,NWT,5.0,,,,
2020-06-05,NWT,5.0,,,,
2020-06-04,NWT,5.0,,,,
2020-06-03,NWT,5.0,,,,
2020-06-02,NWT,5.0,,,,
2020-06-01,NWT,5.0,,,,
2020-05-31,NWT,5.0,,,,
2020-05-30,NWT,5.0,,,,
2020-05-29,NWT,5.0,,,,
2020-05-28,NWT,5.0,,,,
2020-05-27,NWT,5.0,,,,
2020-05-26,NWT,5.0,,,,
2020-05-25,NWT,5.0,,,,
2020-05-24,NWT,5.0,,,,
2020-05-23,NWT,5.0,,,,
2020-05-22,NWT,5.0,,,,
2020-05-21,NWT,5.0,,,,
2020-05-20,NWT,5.0,,,,
2020-05-19,NWT,5.0,,,,
2020-05-18,NWT,5.0,,,,
2020-05-17,NWT,5.0,,,,
2020-05-16,NWT,5.0,,,,
2020-05-15,NWT,5.0,,,,
2020-05-14,NWT,5.0,,,,
2020-05-13,NWT,5.0,,,,
2020-05-12,NWT,5.0,,,,
2020-05-11,NWT,5.0,,,,
2020-05-10,NWT,5.0,,,,
2020-05-09,NWT,5.0,,,,
2020-05-08,NWT,5.0,,,,
2020-05-07,NWT,5.0,,,,
2020-05-06,NWT,5.0,,,,
2020-05-05,NWT,5.0,,,,
2020-05-04,NWT,5.0,,,,
2020-05-03,NWT,5.0,,,,
2020-05-02,NWT,5.0,,,,
2020-05-01,NWT,5.0,,,,
2020-04-30,NWT,5.0,,,,
2020-04-29,NWT,5.0,,,,
2020-04-28,NWT,5.0,,,,
2020-04-27,NWT,5.0,,,,
2020-04-26,NWT,5.0,,,,
2020-04-25,NWT,5.0,,,,
2020-04-24,NWT,5.0,,,,
2020-04-23,NWT,5.0,,,,
2020-04-22,NWT,5.0,,,,
2020-04-21,NWT,5.0,,,,
2020-04-20,NWT,5.0,,,,
2020-04-19,NWT,3.0,,,,
2020-04-18,NWT,3.0,,,,
2020-04-17,NWT,3.0,,,,
2020-04-16,NWT,2.0,,,,
2020-04-15,NWT,2.0,,,,
2020-04-14,NWT,2.0,,,,
2020-04-13,NWT,2.0,,,,
2020-04-12,NWT,1.0,,,,
2020-04-11,NWT,1.0,,,,
2020-04-10,NWT,1.0,,,,
2020-04-09,NWT,1.0,,,,
2020-04-08,NWT,1.0,,,,
2020-04-07,NWT,1.0,,,,
2020-04-06,NWT,1.0,,,,
2020-04-05,NWT,1.0,,,,
2020-04-04,NWT,1.0,,,,
2020-04-03,NWT,1.0,,,,
2020-04-02,NWT,0.0,,,,
2020-04-01,NWT,0.0,,,,
2020-03-31,NWT,0.0,,,,
2020-03-30,NWT,0.0,,,,
2020-03-29,NWT,0.0,,,,
2020-03-28,NWT,0.0,,,,
2020-03-27,NWT,0.0,,,,
2020-03-26,NWT,0.0,,,,
2020-03-25,NWT,0.0,,,,
2020-03-24,NWT,0.0,,,,
2020-03-23,NWT,0.0,,,,
2020-03-22,NWT,0.0,,,,
2020-03-21,NWT,0.0,,,,
2020-03-20,NWT,,,,,
2020-03-19,NWT,,,,,
2020-03-18,NWT,,,,,
2020-03-17,NWT,,,,,
2020-03-16,NWT,,,,,
2020-03-15,NWT,,,,,
2020-03-14,NWT,,,,,
2020-03-13,NWT,,,,,
2020-03-12,NWT,,,,,
2020-03-11,NWT,,,,,
2020-03-10,NWT,,,,,
2020-03-09,NWT,,,,,
2020-03-08,NWT,,,,,
2020-03-07,NWT,,,,,
2020-03-06,NWT,,,,,
2020-03-05,NWT,,,,,
2020-03-04,NWT,,,,,
2020-03-03,NWT,,,,,
2020-03-02,NWT,,,,,
2020-03-01,NWT,,,,,
2020-02-29,NWT,,,,,
2020-02-28,NWT,,,,,
2020-02-27,NWT,,,,,
2020-02-26,NWT,,,,,
2020-02-25,NWT,,,,,
2020-02-24,NWT,,,,,
2020-02-23,NWT,,,,,
2020-02-22,NWT,,,,,
2020-02-21,NWT,,,,,
2020-02-20,NWT,,,,,
2020-02-19,NWT,,,,,
2020-02-18,NWT,,,,,
2020-02-17,NWT,,,,,
2020-02-16,NWT,,,,,
2020-02-15,NWT,,,,,
2020-02-14,NWT,,,,,
2020-02-13,NWT,,,,,
2020-02-12,NWT,,,,,
2020-06-18,Nunavut,,,,,
2020-06-17,Nunavut,,,,,
2020-06-16,Nunavut,,,,,
2020-06-15,Nunavut,,,,,
2020-06-14,Nunavut,,,,,
2020-06-13,Nunavut,,,,,
2020-06-12,Nunavut,,,,,
2020-06-11,Nunavut,,,,,
2020-06-10,Nunavut,,,,,
