,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,deathstoday,percentdeath,testedtoday,recoveredtoday,percentactive
179,47,Saskatchewan,Saskatchewan,19-03-2020,8,12,0.0,20,1910.0,,,1626.0,12.0,150.0,1.7,0.0,0.0,0.0,0.0,,100.0
180,46,Manitoba,Manitoba,19-03-2020,17,0,0.0,17,3189.0,,,2329.0,2.0,13.33,1.24,0.0,0.0,0.0,450.0,,100.0
181,35,Ontario,Ontario,19-03-2020,258,0,2.0,258,18488.0,,,1269.0,69.0,36.51,1.77,0.013999999999999999,1.0,0.78,4619.0,,99.22
182,24,Quebec,Québec,19-03-2020,121,0,1.0,121,6757.0,,,796.0,47.0,63.51,1.43,0.012,0.0,0.83,877.0,,99.17
183,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-03-2020,1,2,0.0,3,267.0,,,512.0,0.0,0.0,0.58,0.0,0.0,0.0,106.0,,100.0
184,13,New Brunswick,Nouveau-Brunswick,19-03-2020,7,4,0.0,11,527.0,,,678.0,3.0,37.5,1.42,0.0,0.0,0.0,119.0,,100.0
185,12,Nova Scotia,Nouvelle-Écosse,19-03-2020,5,9,0.0,14,1520.0,,,1565.0,7.0,100.0,1.44,0.0,0.0,0.0,242.0,,100.0
186,11,Prince Edward Island,Île-du-Prince-Édouard,19-03-2020,2,0,0.0,2,75.0,,,478.0,1.0,100.0,1.27,0.0,0.0,0.0,0.0,,100.0
187,60,Yukon,Yukon,19-03-2020,0,0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,
188,61,Northwest Territories,Territoires du Nord-Ouest,19-03-2020,0,0,0.0,0,221.0,,,4930.0,0.0,0.0,0.0,0.0,0.0,,76.0,,
189,62,Nunavut,Nunavut,19-03-2020,0,0,0.0,0,8.0,,,206.0,0.0,0.0,0.0,0.0,0.0,,1.0,,
190,99,Repatriated travellers,Voyageurs rapatriés,19-03-2020,10,0,0.0,10,29.0,,,,1.0,11.11,,,0.0,0.0,0.0,,100.0
191,1,Canada,Canada,19-03-2020,846,27,12.0,873,65851.0,,,1752.0,276.0,46.23,2.32,0.032,3.0,1.37,12305.0,,98.63
192,59,British Columbia,Colombie-Britannique,20-03-2020,271,0,9.0,271,18792.0,,,3706.0,0.0,0.0,5.34,0.177,1.0,3.32,2410.0,,96.68
193,48,Alberta,Alberta,20-03-2020,195,0,1.0,195,19782.0,,,4525.0,49.0,33.56,4.46,0.023,0.0,0.51,3275.0,,99.49
194,47,Saskatchewan,Saskatchewan,20-03-2020,8,18,0.0,26,1910.0,,,1626.0,6.0,30.0,2.21,0.0,0.0,0.0,0.0,,100.0
195,46,Manitoba,Manitoba,20-03-2020,17,0,0.0,17,3367.0,,,2459.0,0.0,0.0,1.24,0.0,0.0,0.0,178.0,,100.0
196,35,Ontario,Ontario,20-03-2020,311,0,2.0,311,21499.0,,,1476.0,53.0,20.54,2.14,0.013999999999999999,0.0,0.64,3011.0,,99.36
197,24,Quebec,Québec,20-03-2020,139,0,1.0,139,8539.0,,,1006.0,18.0,14.88,1.64,0.012,0.0,0.72,1782.0,,99.28
198,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-03-2020,3,1,0.0,4,287.0,,,550.0,1.0,33.33,0.77,0.0,0.0,0.0,20.0,,100.0
199,13,New Brunswick,Nouveau-Brunswick,20-03-2020,7,4,0.0,11,640.0,,,824.0,0.0,0.0,1.42,0.0,0.0,0.0,113.0,,100.0
200,12,Nova Scotia,Nouvelle-Écosse,20-03-2020,5,10,0.0,15,1647.0,,,1695.0,1.0,7.14,1.54,0.0,0.0,0.0,127.0,,100.0
201,11,Prince Edward Island,Île-du-Prince-Édouard,20-03-2020,2,0,0.0,2,75.0,,,478.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,,100.0
202,60,Yukon,Yukon,20-03-2020,0,0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,
203,61,Northwest Territories,Territoires du Nord-Ouest,20-03-2020,0,0,0.0,0,268.0,,,5979.0,0.0,0.0,0.0,0.0,0.0,,47.0,,
204,62,Nunavut,Nunavut,20-03-2020,0,0,0.0,0,8.0,,,206.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
205,99,Repatriated travellers,Voyageurs rapatriés,20-03-2020,13,0,0.0,13,29.0,,,,3.0,30.0,,,0.0,0.0,0.0,,100.0
206,1,Canada,Canada,20-03-2020,971,33,13.0,1004,76814.0,,,2044.0,131.0,15.01,2.67,0.035,1.0,1.29,10963.0,,98.71
207,59,British Columbia,Colombie-Britannique,21-03-2020,424,0,10.0,424,20417.0,,,4026.0,153.0,56.46,8.36,0.19699999999999998,1.0,2.36,1625.0,,97.64
208,48,Alberta,Alberta,21-03-2020,226,0,1.0,226,23060.0,,,5275.0,31.0,15.9,5.17,0.023,0.0,0.44,3278.0,,99.56
209,47,Saskatchewan,Saskatchewan,21-03-2020,25,19,0.0,44,3807.0,,,3241.0,18.0,69.23,3.75,0.0,0.0,0.0,1897.0,,100.0
210,46,Manitoba,Manitoba,21-03-2020,11,8,0.0,19,3668.0,,,2678.0,2.0,11.76,1.39,0.0,0.0,0.0,301.0,,100.0
211,35,Ontario,Ontario,21-03-2020,377,0,3.0,377,25470.0,,,1749.0,66.0,21.22,2.59,0.021,1.0,0.8,3971.0,,99.2
212,24,Quebec,Québec,21-03-2020,202,19,4.0,221,8539.0,,,1006.0,82.0,58.99,2.6,0.047,3.0,1.81,0.0,,98.19
213,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-03-2020,3,3,0.0,6,299.0,,,573.0,2.0,50.0,1.15,0.0,0.0,0.0,12.0,,100.0
214,13,New Brunswick,Nouveau-Brunswick,21-03-2020,9,8,0.0,17,865.0,,,1114.0,6.0,54.55,2.19,0.0,0.0,0.0,225.0,,100.0
215,12,Nova Scotia,Nouvelle-Écosse,21-03-2020,9,12,0.0,21,1956.0,,,2014.0,6.0,40.0,2.16,0.0,0.0,0.0,309.0,,100.0
216,11,Prince Edward Island,Île-du-Prince-Édouard,21-03-2020,2,0,0.0,2,75.0,,,478.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,,100.0
217,60,Yukon,Yukon,21-03-2020,0,0,0.0,0,416.0,,,10183.0,0.0,0.0,0.0,0.0,0.0,,416.0,,
218,61,Northwest Territories,Territoires du Nord-Ouest,21-03-2020,1,0,0.0,1,301.0,,,6715.0,1.0,0.0,2.23,0.0,0.0,0.0,33.0,,100.0
219,62,Nunavut,Nunavut,21-03-2020,0,0,0.0,0,10.0,,,258.0,0.0,0.0,0.0,0.0,0.0,,2.0,,
220,99,Repatriated travellers,Voyageurs rapatriés,21-03-2020,13,0,0.0,13,29.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
221,1,Canada,Canada,21-03-2020,1302,69,18.0,1371,88883.0,,,2365.0,367.0,36.55,3.65,0.048,5.0,1.31,12069.0,,98.69
222,59,British Columbia,Colombie-Britannique,22-03-2020,424,0,10.0,424,22135.0,,,4365.0,0.0,0.0,8.36,0.19699999999999998,0.0,2.36,1718.0,,97.64
223,48,Alberta,Alberta,22-03-2020,259,0,1.0,259,26999.0,,,6176.0,33.0,14.6,5.92,0.023,0.0,0.39,3939.0,,99.61
224,47,Saskatchewan,Saskatchewan,22-03-2020,33,19,0.0,52,4407.0,,,3752.0,8.0,18.18,4.43,0.0,0.0,0.0,600.0,,100.0
225,46,Manitoba,Manitoba,22-03-2020,11,8,0.0,19,3936.0,,,2874.0,0.0,0.0,1.39,0.0,0.0,0.0,268.0,,100.0
226,35,Ontario,Ontario,22-03-2020,425,0,5.0,425,28570.0,,,1961.0,48.0,12.73,2.92,0.034,2.0,1.18,3100.0,,98.82
227,24,Quebec,Québec,22-03-2020,221,0,4.0,221,8539.0,,,1006.0,0.0,0.0,2.6,0.047,0.0,1.81,0.0,,98.19
228,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-03-2020,3,6,0.0,9,299.0,,,573.0,3.0,50.0,1.73,0.0,0.0,0.0,0.0,,100.0
229,13,New Brunswick,Nouveau-Brunswick,22-03-2020,9,8,0.0,17,924.0,,,1189.0,0.0,0.0,2.19,0.0,0.0,0.0,59.0,,100.0
230,12,Nova Scotia,Nouvelle-Écosse,22-03-2020,28,0,0.0,28,2210.0,,,2275.0,7.0,33.33,2.88,0.0,0.0,0.0,254.0,,100.0
231,11,Prince Edward Island,Île-du-Prince-Édouard,22-03-2020,3,0,0.0,3,75.0,,,478.0,1.0,50.0,1.91,0.0,0.0,0.0,0.0,,100.0
232,60,Yukon,Yukon,22-03-2020,0,0,0.0,0,416.0,,,10183.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
233,61,Northwest Territories,Territoires du Nord-Ouest,22-03-2020,1,0,0.0,1,301.0,,,6715.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0
234,62,Nunavut,Nunavut,22-03-2020,0,0,0.0,0,13.0,,,335.0,0.0,0.0,0.0,0.0,0.0,,3.0,,
235,99,Repatriated travellers,Voyageurs rapatriés,22-03-2020,13,0,0.0,13,29.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
236,1,Canada,Canada,22-03-2020,1430,41,20.0,1471,98824.0,,,2629.0,100.0,7.29,3.91,0.053,2.0,1.36,9941.0,,98.64
237,59,British Columbia,Colombie-Britannique,23-03-2020,472,0,13.0,472,23460.0,,,4626.0,48.0,11.32,9.31,0.256,3.0,2.75,1325.0,,97.25
238,48,Alberta,Alberta,23-03-2020,301,0,1.0,301,29757.0,,,6807.0,42.0,16.22,6.89,0.023,0.0,0.33,2758.0,,99.67
239,47,Saskatchewan,Saskatchewan,23-03-2020,65,1,0.0,66,5130.0,,,4368.0,14.0,26.92,5.62,0.0,0.0,0.0,723.0,,100.0
240,46,Manitoba,Manitoba,23-03-2020,11,9,0.0,20,4133.0,,,3018.0,1.0,5.26,1.46,0.0,0.0,0.0,197.0,,100.0
241,35,Ontario,Ontario,23-03-2020,503,0,6.0,503,30688.0,,,2107.0,78.0,18.35,3.45,0.040999999999999995,1.0,1.19,2118.0,,98.81
242,24,Quebec,Québec,23-03-2020,221,407,4.0,628,8539.0,,,1006.0,407.0,184.16,7.4,0.047,0.0,0.64,0.0,,99.36
243,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-03-2020,4,20,0.0,24,894.0,,,1714.0,15.0,166.67,4.6,0.0,0.0,0.0,595.0,,100.0
244,13,New Brunswick,Nouveau-Brunswick,23-03-2020,9,8,0.0,17,1139.0,,,1466.0,0.0,0.0,2.19,0.0,0.0,0.0,215.0,,100.0
245,12,Nova Scotia,Nouvelle-Écosse,23-03-2020,41,0,0.0,41,2408.0,,,2479.0,13.0,46.43,4.22,0.0,0.0,0.0,198.0,,100.0
246,11,Prince Edward Island,Île-du-Prince-Édouard,23-03-2020,3,0,0.0,3,206.0,,,1313.0,0.0,0.0,1.91,0.0,0.0,0.0,131.0,,100.0
247,60,Yukon,Yukon,23-03-2020,2,0,0.0,2,416.0,,,10183.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,,100.0
248,61,Northwest Territories,Territoires du Nord-Ouest,23-03-2020,1,0,0.0,1,364.0,,,8120.0,0.0,0.0,2.23,0.0,0.0,0.0,63.0,,100.0
249,62,Nunavut,Nunavut,23-03-2020,0,0,0.0,0,13.0,,,335.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
250,99,Repatriated travellers,Voyageurs rapatriés,23-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,47.0,,100.0
251,1,Canada,Canada,23-03-2020,1646,445,24.0,2091,107147.0,,,2850.0,620.0,42.15,5.56,0.064,4.0,1.15,8323.0,,98.85
252,59,British Columbia,Colombie-Britannique,24-03-2020,617,0,13.0,617,26305.0,,,5187.0,145.0,30.72,12.17,0.256,0.0,2.11,2845.0,,97.89
253,48,Alberta,Alberta,24-03-2020,358,0,2.0,358,32776.0,,,7498.0,57.0,18.94,8.19,0.046,1.0,0.56,3019.0,,99.44
254,47,Saskatchewan,Saskatchewan,24-03-2020,72,0,0.0,72,5604.0,,,4772.0,6.0,9.09,6.13,0.0,0.0,0.0,474.0,,100.0
255,46,Manitoba,Manitoba,24-03-2020,11,10,0.0,21,4406.0,,,3217.0,1.0,5.0,1.53,0.0,0.0,0.0,273.0,,100.0
256,35,Ontario,Ontario,24-03-2020,588,0,8.0,588,34727.0,,,2384.0,85.0,16.9,4.04,0.055,2.0,1.36,4039.0,,98.64
257,24,Quebec,Québec,24-03-2020,221,792,4.0,1013,15071.0,,,1776.0,385.0,61.31,11.94,0.047,0.0,0.39,6532.0,,99.61
258,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-03-2020,4,31,0.0,35,1087.0,,,2084.0,11.0,45.83,6.71,0.0,0.0,0.0,193.0,,100.0
259,13,New Brunswick,Nouveau-Brunswick,24-03-2020,18,0,0.0,18,1261.0,,,1623.0,1.0,5.88,2.32,0.0,0.0,0.0,122.0,,100.0
260,12,Nova Scotia,Nouvelle-Écosse,24-03-2020,51,0,0.0,51,2641.0,,,2719.0,10.0,24.39,5.25,0.0,0.0,0.0,233.0,,100.0
261,11,Prince Edward Island,Île-du-Prince-Édouard,24-03-2020,3,0,0.0,3,206.0,,,1313.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,,100.0
262,60,Yukon,Yukon,24-03-2020,2,0,0.0,2,416.0,,,10183.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,,100.0
263,61,Northwest Territories,Territoires du Nord-Ouest,24-03-2020,1,0,0.0,1,481.0,,,10730.0,0.0,0.0,2.23,0.0,0.0,0.0,117.0,,100.0
264,62,Nunavut,Nunavut,24-03-2020,0,0,0.0,0,81.0,,,2089.0,0.0,0.0,0.0,0.0,0.0,,68.0,,
265,99,Repatriated travellers,Voyageurs rapatriés,24-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
266,1,Canada,Canada,24-03-2020,1959,833,27.0,2792,125062.0,,,3327.0,701.0,33.52,7.43,0.07200000000000001,3.0,0.97,17915.0,,99.03
267,59,British Columbia,Colombie-Britannique,25-03-2020,659,0,14.0,659,28344.0,,,5589.0,42.0,6.81,12.99,0.276,1.0,2.12,2039.0,,97.88
268,48,Alberta,Alberta,25-03-2020,419,0,2.0,419,35508.0,,,8123.0,61.0,17.04,9.59,0.046,0.0,0.48,2732.0,,99.52
269,47,Saskatchewan,Saskatchewan,25-03-2020,86,0,0.0,86,6111.0,,,5203.0,14.0,19.44,7.32,0.0,0.0,0.0,507.0,,100.0
270,46,Manitoba,Manitoba,25-03-2020,11,24,0.0,35,4740.0,,,3461.0,14.0,66.67,2.56,0.0,0.0,0.0,334.0,,100.0
271,35,Ontario,Ontario,25-03-2020,688,0,13.0,688,38040.0,,,2611.0,100.0,17.01,4.72,0.08900000000000001,5.0,1.89,3313.0,,98.11
272,24,Quebec,Québec,25-03-2020,1339,0,6.0,1339,27828.0,,,3280.0,326.0,32.18,15.78,0.071,2.0,0.45,12757.0,,99.55
273,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-03-2020,67,0,0.0,67,1235.0,,,2368.0,32.0,91.43,12.85,0.0,0.0,0.0,148.0,,100.0
274,13,New Brunswick,Nouveau-Brunswick,25-03-2020,26,0,0.0,26,1680.0,,,2163.0,8.0,44.44,3.35,0.0,0.0,0.0,419.0,,100.0
275,12,Nova Scotia,Nouvelle-Écosse,25-03-2020,68,0,0.0,68,3008.0,,,3097.0,17.0,33.33,7.0,0.0,0.0,0.0,367.0,,100.0
276,11,Prince Edward Island,Île-du-Prince-Édouard,25-03-2020,5,0,0.0,5,301.0,,,1918.0,2.0,66.67,3.19,0.0,0.0,0.0,95.0,,100.0
277,60,Yukon,Yukon,25-03-2020,3,0,0.0,3,416.0,,,10183.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,,100.0
278,61,Northwest Territories,Territoires du Nord-Ouest,25-03-2020,1,0,0.0,1,481.0,,,10730.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0
279,62,Nunavut,Nunavut,25-03-2020,0,0,0.0,0,97.0,,,2501.0,0.0,0.0,0.0,0.0,0.0,,16.0,,
280,99,Repatriated travellers,Voyageurs rapatriés,25-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
281,1,Canada,Canada,25-03-2020,3385,24,35.0,3409,147789.0,,,3932.0,617.0,22.1,9.07,0.09300000000000001,8.0,1.03,22727.0,,98.97
282,59,British Columbia,Colombie-Britannique,26-03-2020,725,0,14.0,725,30238.0,186.0,25.66,5963.0,66.0,10.02,14.3,0.276,0.0,1.93,1894.0,186.0,72.41
283,48,Alberta,Alberta,26-03-2020,486,0,2.0,486,36600.0,27.0,5.56,8373.0,67.0,15.99,11.12,0.046,0.0,0.41,1092.0,27.0,94.03
284,47,Saskatchewan,Saskatchewan,26-03-2020,95,0,0.0,95,6729.0,3.0,3.16,5729.0,9.0,10.47,8.09,0.0,0.0,0.0,618.0,3.0,96.84
285,46,Manitoba,Manitoba,26-03-2020,11,25,0.0,36,5429.0,1.0,2.78,3964.0,1.0,2.86,2.63,0.0,0.0,0.0,689.0,1.0,97.22
286,35,Ontario,Ontario,26-03-2020,858,0,15.0,858,41217.0,8.0,0.93,2830.0,170.0,24.71,5.89,0.10300000000000001,2.0,1.75,3177.0,8.0,97.32
287,24,Quebec,Québec,26-03-2020,1629,0,8.0,1629,33311.0,2.0,0.12,3926.0,290.0,21.66,19.2,0.094,2.0,0.49,5483.0,2.0,99.39
288,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-03-2020,82,0,0.0,82,1447.0,,,2774.0,15.0,22.39,15.72,0.0,0.0,0.0,212.0,,100.0
289,13,New Brunswick,Nouveau-Brunswick,26-03-2020,33,0,0.0,33,1849.0,,,2380.0,7.0,26.92,4.25,0.0,0.0,0.0,169.0,,100.0
290,12,Nova Scotia,Nouvelle-Écosse,26-03-2020,73,0,0.0,73,3417.0,2.0,2.74,3518.0,5.0,7.35,7.51,0.0,0.0,0.0,409.0,2.0,97.26
291,11,Prince Edward Island,Île-du-Prince-Édouard,26-03-2020,9,0,0.0,9,353.0,1.0,11.11,2249.0,4.0,80.0,5.73,0.0,0.0,0.0,52.0,1.0,88.89
292,60,Yukon,Yukon,26-03-2020,3,0,0.0,3,416.0,,,10183.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,,100.0
293,61,Northwest Territories,Territoires du Nord-Ouest,26-03-2020,1,0,0.0,1,481.0,,,10730.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0
294,62,Nunavut,Nunavut,26-03-2020,0,0,0.0,0,116.0,,,2991.0,0.0,0.0,0.0,0.0,0.0,,19.0,,
295,99,Repatriated travellers,Voyageurs rapatriés,26-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
296,1,Canada,Canada,26-03-2020,4018,25,39.0,4043,161603.0,230.0,5.69,4299.0,634.0,18.6,10.76,0.10400000000000001,4.0,0.96,13814.0,230.0,93.35
297,59,British Columbia,Colombie-Britannique,27-03-2020,725,0,14.0,725,31536.0,186.0,25.66,6218.0,0.0,0.0,14.3,0.276,0.0,1.93,1298.0,0.0,72.41
298,48,Alberta,Alberta,27-03-2020,542,0,2.0,542,38215.0,27.0,4.98,8742.0,56.0,11.52,12.4,0.046,0.0,0.37,1615.0,0.0,94.65
299,47,Saskatchewan,Saskatchewan,27-03-2020,104,0,0.0,104,7360.0,3.0,2.88,6267.0,9.0,9.47,8.86,0.0,0.0,0.0,631.0,0.0,97.12
300,46,Manitoba,Manitoba,27-03-2020,25,14,1.0,39,6022.0,1.0,2.56,4397.0,3.0,8.33,2.85,0.073,1.0,2.56,593.0,0.0,94.87
301,35,Ontario,Ontario,27-03-2020,993,0,18.0,993,43651.0,8.0,0.81,2997.0,135.0,15.73,6.82,0.124,3.0,1.81,2434.0,0.0,97.38
302,24,Quebec,Québec,27-03-2020,2021,0,18.0,2021,34356.0,29.0,1.43,4049.0,392.0,24.06,23.82,0.212,10.0,0.89,1045.0,27.0,97.67
303,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-03-2020,102,0,0.0,102,1684.0,,,3229.0,20.0,24.39,19.56,0.0,0.0,0.0,237.0,,100.0
304,13,New Brunswick,Nouveau-Brunswick,27-03-2020,45,0,0.0,45,2179.0,1.0,2.22,2805.0,12.0,36.36,5.79,0.0,0.0,0.0,330.0,1.0,97.78
305,12,Nova Scotia,Nouvelle-Écosse,27-03-2020,90,0,0.0,90,3946.0,2.0,2.22,4062.0,17.0,23.29,9.27,0.0,0.0,0.0,529.0,0.0,97.78
306,11,Prince Edward Island,Île-du-Prince-Édouard,27-03-2020,11,0,0.0,11,422.0,1.0,9.09,2689.0,2.0,22.22,7.01,0.0,0.0,0.0,69.0,0.0,90.91
307,60,Yukon,Yukon,27-03-2020,3,0,0.0,3,603.0,,,14760.0,0.0,0.0,7.34,0.0,0.0,0.0,187.0,,100.0
308,61,Northwest Territories,Territoires du Nord-Ouest,27-03-2020,1,0,0.0,1,545.0,,,12158.0,0.0,0.0,2.23,0.0,0.0,0.0,64.0,,100.0
309,62,Nunavut,Nunavut,27-03-2020,0,0,0.0,0,125.0,,,3223.0,0.0,0.0,0.0,0.0,0.0,,9.0,,
310,99,Repatriated travellers,Voyageurs rapatriés,27-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
311,1,Canada,Canada,27-03-2020,4675,14,53.0,4689,170644.0,256.0,5.46,4540.0,646.0,15.98,12.47,0.141,14.0,1.13,9041.0,26.0,93.41
312,59,British Columbia,Colombie-Britannique,28-03-2020,884,0,16.0,884,31536.0,396.0,44.8,6218.0,159.0,21.93,17.43,0.315,2.0,1.81,0.0,210.0,53.39
313,48,Alberta,Alberta,28-03-2020,542,0,2.0,542,38215.0,53.0,9.78,8742.0,0.0,0.0,12.4,0.046,0.0,0.37,0.0,26.0,89.85
314,47,Saskatchewan,Saskatchewan,28-03-2020,134,0,0.0,134,8009.0,3.0,2.24,6819.0,30.0,28.85,11.41,0.0,0.0,0.0,649.0,0.0,97.76
315,46,Manitoba,Manitoba,28-03-2020,25,39,1.0,64,6931.0,1.0,1.56,5061.0,25.0,64.1,4.67,0.073,0.0,1.56,909.0,0.0,96.88
316,35,Ontario,Ontario,28-03-2020,993,0,18.0,993,45836.0,8.0,0.81,3147.0,0.0,0.0,6.82,0.124,0.0,1.81,2185.0,0.0,97.38
317,24,Quebec,Québec,28-03-2020,2498,0,22.0,2498,46087.0,29.0,1.16,5432.0,477.0,23.6,29.44,0.259,4.0,0.88,11731.0,0.0,97.96
318,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-03-2020,120,0,0.0,120,1907.0,4.0,3.33,3656.0,18.0,17.65,23.01,0.0,0.0,0.0,223.0,4.0,96.67
319,13,New Brunswick,Nouveau-Brunswick,28-03-2020,51,0,0.0,51,2512.0,2.0,3.92,3234.0,6.0,13.33,6.57,0.0,0.0,0.0,333.0,1.0,96.08
320,12,Nova Scotia,Nouvelle-Écosse,28-03-2020,110,0,0.0,110,4487.0,4.0,3.64,4619.0,20.0,22.22,11.32,0.0,0.0,0.0,541.0,2.0,96.36
321,11,Prince Edward Island,Île-du-Prince-Édouard,28-03-2020,11,0,0.0,11,422.0,1.0,9.09,2689.0,0.0,0.0,7.01,0.0,0.0,0.0,0.0,0.0,90.91
322,60,Yukon,Yukon,28-03-2020,4,0,0.0,4,641.0,,,15690.0,0.0,0.0,9.79,0.0,0.0,0.0,38.0,,100.0
323,61,Northwest Territories,Territoires du Nord-Ouest,28-03-2020,1,0,0.0,1,740.0,,,16508.0,0.0,0.0,2.23,0.0,0.0,0.0,195.0,,100.0
324,62,Nunavut,Nunavut,28-03-2020,0,0,0.0,0,125.0,,,3223.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
325,99,Repatriated travellers,Voyageurs rapatriés,28-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
326,1,Canada,Canada,28-03-2020,5386,39,59.0,5425,187448.0,502.0,9.25,4987.0,736.0,15.7,14.43,0.157,6.0,1.09,16804.0,246.0,89.66
327,59,British Columbia,Colombie-Britannique,29-03-2020,884,0,17.0,884,33476.0,396.0,44.8,6601.0,0.0,0.0,17.43,0.335,1.0,1.92,1940.0,0.0,53.28
328,48,Alberta,Alberta,29-03-2020,621,0,2.0,621,44097.0,73.0,11.76,10088.0,79.0,14.58,14.21,0.046,0.0,0.32,5882.0,20.0,87.92
329,47,Saskatchewan,Saskatchewan,29-03-2020,134,0,0.0,134,8822.0,4.0,2.99,7512.0,0.0,0.0,11.41,0.0,0.0,0.0,813.0,1.0,97.01
330,46,Manitoba,Manitoba,29-03-2020,69,3,1.0,72,7876.0,1.0,1.39,5751.0,8.0,12.5,5.26,0.073,0.0,1.39,945.0,0.0,97.22
331,35,Ontario,Ontario,29-03-2020,1355,0,19.0,1355,52002.0,8.0,0.59,3570.0,362.0,36.46,9.3,0.13,1.0,1.4,6166.0,0.0,98.01
332,24,Quebec,Québec,29-03-2020,2840,0,22.0,2840,52204.0,29.0,1.02,6153.0,342.0,13.69,33.47,0.259,0.0,0.77,6117.0,0.0,98.2
333,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-03-2020,135,0,0.0,135,2107.0,4.0,2.96,4040.0,15.0,12.5,25.88,0.0,0.0,0.0,200.0,0.0,97.04
334,13,New Brunswick,Nouveau-Brunswick,29-03-2020,66,0,0.0,66,2847.0,2.0,3.03,3665.0,15.0,29.41,8.5,0.0,0.0,0.0,335.0,0.0,96.97
335,12,Nova Scotia,Nouvelle-Écosse,29-03-2020,122,0,0.0,122,4984.0,4.0,3.28,5131.0,12.0,10.91,12.56,0.0,0.0,0.0,497.0,0.0,96.72
336,11,Prince Edward Island,Île-du-Prince-Édouard,29-03-2020,11,0,0.0,11,477.0,1.0,9.09,3039.0,0.0,0.0,7.01,0.0,0.0,0.0,55.0,0.0,90.91
337,60,Yukon,Yukon,29-03-2020,4,0,0.0,4,678.0,,,16596.0,0.0,0.0,9.79,0.0,0.0,0.0,37.0,,100.0
338,61,Northwest Territories,Territoires du Nord-Ouest,29-03-2020,1,0,0.0,1,740.0,,,16508.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0
339,62,Nunavut,Nunavut,29-03-2020,0,0,0.0,0,125.0,,,3223.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
340,99,Repatriated travellers,Voyageurs rapatriés,29-03-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
341,1,Canada,Canada,29-03-2020,6255,3,61.0,6258,210435.0,522.0,8.34,5598.0,833.0,15.35,16.65,0.162,2.0,0.97,22987.0,20.0,90.68
342,59,British Columbia,Colombie-Britannique,30-03-2020,960,0,19.0,960,34969.0,469.0,48.85,6895.0,76.0,8.6,18.93,0.375,2.0,1.98,1493.0,73.0,49.17
343,48,Alberta,Alberta,30-03-2020,690,0,8.0,690,46057.0,94.0,13.62,10536.0,69.0,11.11,15.78,0.183,6.0,1.16,1960.0,21.0,85.22
344,47,Saskatchewan,Saskatchewan,30-03-2020,175,0,2.0,175,9372.0,14.0,8.0,7980.0,41.0,30.6,14.9,0.17,2.0,1.14,550.0,10.0,90.86
345,46,Manitoba,Manitoba,30-03-2020,83,13,1.0,96,8326.0,2.0,2.08,6080.0,24.0,33.33,7.01,0.073,0.0,1.04,450.0,1.0,96.88
