,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,deathstoday,percentdeath,testedtoday,recoveredtoday,percentactive
346,35,Ontario,Ontario,30-03-2020,1706,0,33.0,1706,54112.0,431.0,25.26,3715.0,351.0,25.9,11.71,0.22699999999999998,14.0,1.93,2110.0,423.0,72.8
347,24,Quebec,Québec,30-03-2020,3430,0,25.0,3430,59715.0,29.0,0.85,7038.0,590.0,20.77,40.42,0.295,3.0,0.73,7511.0,0.0,98.43
348,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-03-2020,148,0,1.0,148,2332.0,7.0,4.73,4471.0,13.0,9.63,28.38,0.192,1.0,0.68,225.0,3.0,94.59
349,13,New Brunswick,Nouveau-Brunswick,30-03-2020,68,0,0.0,68,3267.0,2.0,2.94,4206.0,2.0,3.03,8.75,0.0,0.0,0.0,420.0,0.0,97.06
350,12,Nova Scotia,Nouvelle-Écosse,30-03-2020,127,0,0.0,127,5492.0,10.0,7.87,5654.0,5.0,4.1,13.07,0.0,0.0,0.0,508.0,6.0,92.13
351,11,Prince Edward Island,Île-du-Prince-Édouard,30-03-2020,18,0,0.0,18,477.0,1.0,5.56,3039.0,7.0,63.64,11.47,0.0,0.0,0.0,0.0,0.0,94.44
352,60,Yukon,Yukon,30-03-2020,5,0,0.0,5,688.0,,,16840.0,1.0,25.0,12.24,0.0,0.0,0.0,10.0,,100.0
353,61,Northwest Territories,Territoires du Nord-Ouest,30-03-2020,1,0,0.0,1,740.0,,,16508.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0
354,62,Nunavut,Nunavut,30-03-2020,0,0,0.0,0,158.0,,,4074.0,0.0,0.0,0.0,0.0,0.0,,33.0,,
355,99,Repatriated travellers,Voyageurs rapatriés,30-03-2020,13,0,0.0,13,76.0,9.0,69.23,,0.0,0.0,,,0.0,0.0,0.0,9.0,30.77
356,1,Canada,Canada,30-03-2020,7424,13,89.0,7437,225705.0,1068.0,14.36,6005.0,1179.0,18.84,19.78,0.237,28.0,1.2,15270.0,546.0,84.44
357,59,British Columbia,Colombie-Britannique,31-03-2020,970,0,19.0,970,36024.0,507.0,52.27,7103.0,10.0,1.04,19.13,0.375,0.0,1.96,1055.0,38.0,45.77
358,48,Alberta,Alberta,31-03-2020,754,0,9.0,754,48692.0,120.0,15.92,11139.0,64.0,9.28,17.25,0.20600000000000002,1.0,1.19,2635.0,26.0,82.89
359,47,Saskatchewan,Saskatchewan,31-03-2020,184,0,2.0,184,9372.0,21.0,11.41,7980.0,9.0,5.14,15.67,0.17,0.0,1.09,0.0,7.0,87.5
360,46,Manitoba,Manitoba,31-03-2020,91,12,1.0,103,8629.0,4.0,3.88,6301.0,7.0,7.29,7.52,0.073,0.0,0.97,303.0,2.0,95.15
361,35,Ontario,Ontario,31-03-2020,1966,0,33.0,1966,55909.0,534.0,27.16,3838.0,260.0,15.24,13.5,0.22699999999999998,0.0,1.68,1797.0,103.0,71.16
362,24,Quebec,Québec,31-03-2020,4162,0,31.0,4162,67540.0,29.0,0.7,7960.0,732.0,21.34,49.05,0.365,6.0,0.74,7825.0,0.0,98.56
363,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-03-2020,152,0,1.0,152,2500.0,7.0,4.61,4793.0,4.0,2.7,29.14,0.192,0.0,0.66,168.0,0.0,94.74
364,13,New Brunswick,Nouveau-Brunswick,31-03-2020,70,0,0.0,70,3630.0,9.0,12.86,4673.0,2.0,2.94,9.01,0.0,0.0,0.0,363.0,7.0,87.14
365,12,Nova Scotia,Nouvelle-Écosse,31-03-2020,147,0,0.0,147,6614.0,10.0,6.8,6809.0,20.0,15.75,15.13,0.0,0.0,0.0,1122.0,0.0,93.2
366,11,Prince Edward Island,Île-du-Prince-Édouard,31-03-2020,21,0,0.0,21,551.0,1.0,4.76,3511.0,3.0,16.67,13.38,0.0,0.0,0.0,74.0,0.0,95.24
367,60,Yukon,Yukon,31-03-2020,5,0,0.0,5,702.0,,,17183.0,0.0,0.0,12.24,0.0,0.0,0.0,14.0,,100.0
368,61,Northwest Territories,Territoires du Nord-Ouest,31-03-2020,1,0,0.0,1,808.0,,,18025.0,0.0,0.0,2.23,0.0,0.0,0.0,68.0,,100.0
369,62,Nunavut,Nunavut,31-03-2020,0,0,0.0,0,167.0,,,4306.0,0.0,0.0,0.0,0.0,0.0,,9.0,,
370,99,Repatriated travellers,Voyageurs rapatriés,31-03-2020,13,0,0.0,13,76.0,12.0,92.31,,0.0,0.0,,,0.0,0.0,0.0,3.0,7.69
371,1,Canada,Canada,31-03-2020,8536,12,96.0,8548,241138.0,1254.0,14.67,6415.0,1111.0,14.94,22.74,0.255,7.0,1.12,15433.0,186.0,84.21
372,59,British Columbia,Colombie-Britannique,01-04-2020,1066,0,25.0,1066,36364.0,606.0,56.85,7170.0,96.0,9.9,21.02,0.493,6.0,2.35,340.0,99.0,40.81
373,48,Alberta,Alberta,01-04-2020,754,0,9.0,754,53141.0,142.0,18.83,12157.0,0.0,0.0,17.25,0.20600000000000002,0.0,1.19,4449.0,22.0,79.97
374,47,Saskatchewan,Saskatchewan,01-04-2020,193,0,3.0,193,10202.0,30.0,15.54,8687.0,9.0,4.89,16.43,0.255,1.0,1.55,830.0,9.0,82.9
375,46,Manitoba,Manitoba,01-04-2020,109,18,1.0,127,9811.0,4.0,3.15,7164.0,24.0,23.3,9.27,0.073,0.0,0.79,1182.0,0.0,96.06
376,35,Ontario,Ontario,01-04-2020,2392,0,37.0,2392,61009.0,689.0,28.8,4188.0,426.0,21.67,16.42,0.254,4.0,1.55,5100.0,155.0,69.65
377,24,Quebec,Québec,01-04-2020,4611,0,33.0,4611,69711.0,29.0,0.63,8216.0,449.0,10.79,54.34,0.389,2.0,0.72,2171.0,0.0,98.66
378,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-04-2020,175,0,1.0,175,2762.0,10.0,5.71,5296.0,23.0,15.13,33.55,0.192,0.0,0.57,262.0,3.0,93.71
379,13,New Brunswick,Nouveau-Brunswick,01-04-2020,81,0,0.0,81,4121.0,14.0,17.28,5305.0,11.0,15.71,10.43,0.0,0.0,0.0,491.0,5.0,82.72
380,12,Nova Scotia,Nouvelle-Écosse,01-04-2020,173,0,0.0,173,7405.0,11.0,6.36,7623.0,26.0,17.69,17.81,0.0,0.0,0.0,791.0,1.0,93.64
381,11,Prince Edward Island,Île-du-Prince-Édouard,01-04-2020,21,0,0.0,21,551.0,3.0,14.29,3511.0,0.0,0.0,13.38,0.0,0.0,0.0,0.0,2.0,85.71
382,60,Yukon,Yukon,01-04-2020,5,0,0.0,5,722.0,3.0,60.0,17673.0,0.0,0.0,12.24,0.0,0.0,0.0,20.0,3.0,40.0
383,61,Northwest Territories,Territoires du Nord-Ouest,01-04-2020,2,0,0.0,2,951.0,,,21215.0,1.0,100.0,4.46,0.0,0.0,0.0,143.0,,100.0
384,62,Nunavut,Nunavut,01-04-2020,0,0,0.0,0,183.0,,,4719.0,0.0,0.0,0.0,0.0,0.0,,16.0,,
385,99,Repatriated travellers,Voyageurs rapatriés,01-04-2020,13,0,0.0,13,76.0,12.0,92.31,,0.0,0.0,,,0.0,0.0,0.0,0.0,7.69
386,1,Canada,Canada,01-04-2020,9595,18,109.0,9613,256933.0,1553.0,16.16,6835.0,1065.0,12.46,25.57,0.29,13.0,1.13,15795.0,299.0,82.71
387,59,British Columbia,Colombie-Britannique,02-04-2020,1121,0,31.0,1121,36966.0,641.0,57.18,7289.0,55.0,5.16,22.1,0.611,6.0,2.77,602.0,35.0,40.05
388,48,Alberta,Alberta,02-04-2020,968,0,13.0,968,57096.0,174.0,17.98,13062.0,214.0,28.38,22.14,0.297,4.0,1.34,3955.0,32.0,80.68
389,47,Saskatchewan,Saskatchewan,02-04-2020,206,0,3.0,206,11034.0,36.0,17.48,9395.0,13.0,6.74,17.54,0.255,0.0,1.46,832.0,6.0,81.07
390,46,Manitoba,Manitoba,02-04-2020,152,15,1.0,167,11098.0,11.0,6.59,8104.0,40.0,31.5,12.19,0.073,0.0,0.6,1287.0,7.0,92.81
391,35,Ontario,Ontario,02-04-2020,2793,0,53.0,2793,64785.0,831.0,29.75,4448.0,401.0,16.76,19.17,0.364,16.0,1.9,3776.0,142.0,68.35
392,24,Quebec,Québec,02-04-2020,5518,0,36.0,5518,74542.0,224.0,4.06,8785.0,907.0,19.67,65.03,0.424,3.0,0.65,4831.0,195.0,95.29
393,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-04-2020,183,0,1.0,183,2904.0,10.0,5.46,5568.0,8.0,4.57,35.09,0.192,0.0,0.55,142.0,0.0,93.99
394,13,New Brunswick,Nouveau-Brunswick,02-04-2020,91,0,0.0,91,4625.0,22.0,24.18,5954.0,10.0,12.35,11.71,0.0,0.0,0.0,504.0,8.0,75.82
395,12,Nova Scotia,Nouvelle-Écosse,02-04-2020,193,0,0.0,193,8059.0,16.0,8.29,8296.0,20.0,11.56,19.87,0.0,0.0,0.0,654.0,5.0,91.71
396,11,Prince Edward Island,Île-du-Prince-Édouard,02-04-2020,22,0,0.0,22,653.0,3.0,13.64,4161.0,1.0,4.76,14.02,0.0,0.0,0.0,102.0,0.0,86.36
397,60,Yukon,Yukon,02-04-2020,6,0,0.0,6,742.0,3.0,50.0,18162.0,1.0,20.0,14.69,0.0,0.0,0.0,20.0,0.0,50.0
398,61,Northwest Territories,Territoires du Nord-Ouest,02-04-2020,2,0,0.0,2,969.0,,,21617.0,0.0,0.0,4.46,0.0,0.0,0.0,18.0,,100.0
399,62,Nunavut,Nunavut,02-04-2020,0,0,0.0,0,193.0,,,4977.0,0.0,0.0,0.0,0.0,0.0,,10.0,,
400,99,Repatriated travellers,Voyageurs rapatriés,02-04-2020,13,0,0.0,13,76.0,12.0,92.31,,0.0,0.0,,,0.0,0.0,0.0,0.0,7.69
401,1,Canada,Canada,02-04-2020,11268,15,138.0,11283,273666.0,1983.0,17.58,7280.0,1670.0,17.37,30.02,0.36700000000000005,29.0,1.22,16733.0,430.0,81.2
402,59,British Columbia,Colombie-Britannique,03-04-2020,1174,0,35.0,1174,39926.0,641.0,54.6,7873.0,53.0,4.73,23.15,0.69,4.0,2.98,2960.0,0.0,42.42
403,48,Alberta,Alberta,03-04-2020,1075,0,18.0,1075,60508.0,,,13842.0,107.0,11.05,24.59,0.41200000000000003,5.0,1.67,3412.0,,98.33
404,47,Saskatchewan,Saskatchewan,03-04-2020,220,0,3.0,220,11720.0,,,9979.0,14.0,6.8,18.73,0.255,0.0,1.36,686.0,,98.64
405,46,Manitoba,Manitoba,03-04-2020,164,18,2.0,182,11650.0,,,8507.0,15.0,8.98,13.29,0.146,1.0,1.1,552.0,,98.9
406,35,Ontario,Ontario,03-04-2020,3255,0,67.0,3255,67998.0,,,4668.0,462.0,16.54,22.35,0.46,14.0,2.06,3213.0,,97.94
407,24,Quebec,Québec,03-04-2020,6101,0,61.0,6101,83570.0,,,9849.0,583.0,10.57,71.9,0.7190000000000001,25.0,1.0,9028.0,,99.0
408,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-04-2020,183,0,1.0,183,3136.0,,,6013.0,0.0,0.0,35.09,0.192,0.0,0.55,232.0,,99.45
409,13,New Brunswick,Nouveau-Brunswick,03-04-2020,95,0,0.0,95,5036.0,,,6483.0,4.0,4.4,12.23,0.0,0.0,0.0,411.0,,100.0
410,12,Nova Scotia,Nouvelle-Écosse,03-04-2020,207,0,0.0,207,8799.0,,,9058.0,14.0,7.25,21.31,0.0,0.0,0.0,740.0,,100.0
411,11,Prince Edward Island,Île-du-Prince-Édouard,03-04-2020,22,0,0.0,22,653.0,,,4161.0,0.0,0.0,14.02,0.0,0.0,0.0,0.0,,100.0
412,60,Yukon,Yukon,03-04-2020,6,0,0.0,6,753.0,,,18431.0,0.0,0.0,14.69,0.0,0.0,0.0,11.0,,100.0
413,61,Northwest Territories,Territoires du Nord-Ouest,03-04-2020,4,0,0.0,4,1109.0,,,24740.0,2.0,100.0,8.92,0.0,0.0,0.0,140.0,,100.0
414,62,Nunavut,Nunavut,03-04-2020,0,0,0.0,0,207.0,,,5338.0,0.0,0.0,0.0,0.0,0.0,,14.0,,
415,99,Repatriated travellers,Voyageurs rapatriés,03-04-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
416,1,Canada,Canada,03-04-2020,12519,18,187.0,12537,295065.0,,,7850.0,1254.0,11.11,33.35,0.49700000000000005,49.0,1.49,21399.0,,98.51
417,59,British Columbia,Colombie-Britannique,04-04-2020,1203,0,38.0,1203,40771.0,705.0,58.6,8039.0,29.0,2.47,23.72,0.7490000000000001,3.0,3.16,845.0,64.0,38.24
418,48,Alberta,Alberta,04-04-2020,1075,0,18.0,1075,62520.0,,,14302.0,0.0,0.0,24.59,0.41200000000000003,0.0,1.67,2012.0,,98.33
419,47,Saskatchewan,Saskatchewan,04-04-2020,231,0,3.0,231,12244.0,,,10425.0,11.0,5.0,19.67,0.255,0.0,1.3,524.0,,98.7
420,46,Manitoba,Manitoba,04-04-2020,172,22,2.0,194,12191.0,,,8902.0,12.0,6.59,14.17,0.146,0.0,1.03,541.0,,98.97
421,35,Ontario,Ontario,04-04-2020,3630,0,94.0,3630,72674.0,,,4989.0,375.0,11.52,24.92,0.645,27.0,2.59,4676.0,,97.41
422,24,Quebec,Québec,04-04-2020,6997,0,75.0,6997,90227.0,,,10634.0,896.0,14.69,82.46,0.884,14.0,1.07,6657.0,,98.93
423,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-04-2020,195,0,1.0,195,3345.0,,,6414.0,12.0,6.56,37.39,0.192,0.0,0.51,209.0,,99.49
424,13,New Brunswick,Nouveau-Brunswick,04-04-2020,98,0,0.0,98,5297.0,,,6819.0,3.0,3.16,12.62,0.0,0.0,0.0,261.0,,100.0
425,12,Nova Scotia,Nouvelle-Écosse,04-04-2020,236,0,0.0,236,9722.0,,,10008.0,29.0,14.01,24.29,0.0,0.0,0.0,923.0,,100.0
426,11,Prince Edward Island,Île-du-Prince-Édouard,04-04-2020,22,0,0.0,22,839.0,,,5346.0,0.0,0.0,14.02,0.0,0.0,0.0,186.0,,100.0
427,60,Yukon,Yukon,04-04-2020,6,0,0.0,6,765.0,,,18725.0,0.0,0.0,14.69,0.0,0.0,0.0,12.0,,100.0
428,61,Northwest Territories,Territoires du Nord-Ouest,04-04-2020,4,0,0.0,4,1169.0,,,26079.0,0.0,0.0,8.92,0.0,0.0,0.0,60.0,,100.0
429,62,Nunavut,Nunavut,04-04-2020,0,0,0.0,0,207.0,,,5338.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
430,99,Repatriated travellers,Voyageurs rapatriés,04-04-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
431,1,Canada,Canada,04-04-2020,13882,22,231.0,13904,311971.0,,,8299.0,1367.0,10.9,36.99,0.615,44.0,1.66,16906.0,,98.34
432,59,British Columbia,Colombie-Britannique,05-04-2020,1203,0,38.0,1203,41556.0,704.0,58.52,8194.0,0.0,0.0,23.72,0.7490000000000001,0.0,3.16,785.0,-1.0,38.32
433,48,Alberta,Alberta,05-04-2020,1250,0,23.0,1250,63315.0,240.0,19.2,14484.0,175.0,16.28,28.6,0.526,5.0,1.84,795.0,240.0,78.96
434,47,Saskatchewan,Saskatchewan,05-04-2020,249,0,3.0,249,13055.0,55.0,22.09,11116.0,18.0,7.79,21.2,0.255,0.0,1.2,811.0,55.0,76.71
435,46,Manitoba,Manitoba,05-04-2020,187,16,2.0,203,12771.0,17.0,8.37,9326.0,9.0,4.64,14.82,0.146,0.0,0.99,580.0,17.0,90.64
436,35,Ontario,Ontario,05-04-2020,4038,0,119.0,4038,76027.0,1219.0,30.19,5219.0,408.0,11.24,27.72,0.8170000000000001,25.0,2.95,3353.0,1219.0,66.86
437,24,Quebec,Québec,05-04-2020,7944,0,94.0,7944,95955.0,0.0,0.0,11309.0,947.0,13.53,93.62,1.1079999999999999,19.0,1.18,5728.0,0.0,98.82
438,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,05-04-2020,217,0,1.0,217,3556.0,11.0,5.07,6818.0,22.0,11.28,41.61,0.192,0.0,0.46,211.0,11.0,94.47
439,13,New Brunswick,Nouveau-Brunswick,05-04-2020,101,0,0.0,101,5421.0,28.0,27.72,6978.0,3.0,3.06,13.0,0.0,0.0,0.0,124.0,28.0,72.28
440,12,Nova Scotia,Nouvelle-Écosse,05-04-2020,262,0,0.0,262,10084.0,50.0,19.08,10381.0,26.0,11.02,26.97,0.0,0.0,0.0,362.0,50.0,80.92
441,11,Prince Edward Island,Île-du-Prince-Édouard,05-04-2020,22,0,0.0,22,839.0,6.0,27.27,5346.0,0.0,0.0,14.02,0.0,0.0,0.0,0.0,6.0,72.73
442,60,Yukon,Yukon,05-04-2020,6,0,0.0,6,770.0,4.0,66.67,18848.0,0.0,0.0,14.69,0.0,0.0,0.0,5.0,4.0,33.33
443,61,Northwest Territories,Territoires du Nord-Ouest,05-04-2020,4,0,0.0,4,1215.0,1.0,25.0,27105.0,0.0,0.0,8.92,0.0,0.0,0.0,46.0,1.0,75.0
444,62,Nunavut,Nunavut,05-04-2020,0,0,0.0,0,227.0,0.0,,5854.0,0.0,0.0,0.0,0.0,0.0,,20.0,0.0,
445,99,Repatriated travellers,Voyageurs rapatriés,05-04-2020,13,0,0.0,13,76.0,12.0,92.31,,0.0,0.0,,,0.0,0.0,0.0,12.0,7.69
446,1,Canada,Canada,05-04-2020,15496,16,280.0,15512,324791.0,2335.0,15.05,8641.0,1608.0,11.57,41.27,0.745,49.0,1.81,12820.0,2335.0,83.14
447,59,British Columbia,Colombie-Britannique,06-04-2020,1266,0,39.0,1266,42665.0,783.0,61.85,8413.0,63.0,5.24,24.96,0.769,1.0,3.08,1109.0,79.0,35.07
448,48,Alberta,Alberta,06-04-2020,1348,0,24.0,1348,64183.0,361.0,26.78,14683.0,98.0,7.84,30.84,0.5489999999999999,1.0,1.78,868.0,121.0,71.44
449,47,Saskatchewan,Saskatchewan,06-04-2020,253,0,3.0,253,13680.0,81.0,32.02,11648.0,4.0,1.61,21.54,0.255,0.0,1.19,625.0,26.0,66.8
450,46,Manitoba,Manitoba,06-04-2020,190,14,2.0,204,13788.0,17.0,8.33,10068.0,1.0,0.49,14.9,0.146,0.0,0.98,1017.0,0.0,90.69
451,35,Ontario,Ontario,06-04-2020,4347,0,132.0,4347,79125.0,1624.0,37.36,5432.0,309.0,7.65,29.84,0.9059999999999999,13.0,3.04,3098.0,405.0,59.6
452,24,Quebec,Québec,06-04-2020,8580,0,121.0,8580,100113.0,611.0,7.12,11799.0,636.0,8.01,101.12,1.426,27.0,1.41,4158.0,611.0,91.47
453,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-04-2020,226,0,2.0,226,3776.0,32.0,14.16,7240.0,9.0,4.15,43.33,0.38299999999999995,1.0,0.88,220.0,21.0,84.96
454,13,New Brunswick,Nouveau-Brunswick,06-04-2020,103,0,0.0,103,5678.0,30.0,29.13,7309.0,2.0,1.98,13.26,0.0,0.0,0.0,257.0,2.0,70.87
455,12,Nova Scotia,Nouvelle-Écosse,06-04-2020,293,0,0.0,293,10738.0,64.0,21.84,11054.0,31.0,11.83,30.16,0.0,0.0,0.0,654.0,14.0,78.16
456,11,Prince Edward Island,Île-du-Prince-Édouard,06-04-2020,22,0,0.0,22,839.0,8.0,36.36,5346.0,0.0,0.0,14.02,0.0,0.0,0.0,0.0,2.0,63.64
457,60,Yukon,Yukon,06-04-2020,7,0,0.0,7,775.0,4.0,57.14,18970.0,1.0,16.67,17.13,0.0,0.0,0.0,5.0,0.0,42.86
458,61,Northwest Territories,Territoires du Nord-Ouest,06-04-2020,5,0,0.0,5,1217.0,1.0,20.0,27149.0,1.0,25.0,11.15,0.0,0.0,0.0,2.0,0.0,80.0
459,62,Nunavut,Nunavut,06-04-2020,0,0,0.0,0,229.0,0.0,,5905.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,
460,99,Repatriated travellers,Voyageurs rapatriés,06-04-2020,13,0,0.0,13,76.0,12.0,92.31,,0.0,0.0,,,0.0,0.0,0.0,0.0,7.69
461,1,Canada,Canada,06-04-2020,16653,14,323.0,16667,336806.0,3616.0,21.7,8960.0,1155.0,7.45,44.34,0.8590000000000001,43.0,1.94,12015.0,1281.0,76.37
462,59,British Columbia,Colombie-Britannique,07-04-2020,1291,0,43.0,1291,43257.0,783.0,60.65,8530.0,25.0,1.97,25.46,0.848,4.0,3.33,592.0,0.0,36.02
463,48,Alberta,Alberta,07-04-2020,1373,0,26.0,1373,65265.0,,,14930.0,25.0,1.85,31.41,0.595,2.0,1.89,1082.0,,98.11
464,47,Saskatchewan,Saskatchewan,07-04-2020,260,0,3.0,260,14203.0,,,12093.0,7.0,2.77,22.14,0.255,0.0,1.15,523.0,,98.85
465,46,Manitoba,Manitoba,07-04-2020,203,14,3.0,217,13990.0,,,10216.0,13.0,6.37,15.85,0.21899999999999997,1.0,1.38,202.0,,98.62
466,35,Ontario,Ontario,07-04-2020,4726,0,153.0,4726,82055.0,,,5633.0,379.0,8.72,32.44,1.05,21.0,3.24,2930.0,,96.76
467,24,Quebec,Québec,07-04-2020,9340,0,150.0,9340,104526.0,,,12319.0,760.0,8.86,110.08,1.768,29.0,1.61,4413.0,,98.39
468,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,07-04-2020,228,0,2.0,228,3958.0,,,7589.0,2.0,0.88,43.72,0.38299999999999995,0.0,0.88,182.0,,99.12
469,13,New Brunswick,Nouveau-Brunswick,07-04-2020,105,0,0.0,105,6102.0,,,7855.0,2.0,1.94,13.52,0.0,0.0,0.0,424.0,,100.0
470,12,Nova Scotia,Nouvelle-Écosse,07-04-2020,310,0,0.0,310,11559.0,,,11899.0,17.0,5.8,31.91,0.0,0.0,0.0,821.0,,100.0
471,11,Prince Edward Island,Île-du-Prince-Édouard,07-04-2020,22,0,0.0,22,939.0,,,5983.0,0.0,0.0,14.02,0.0,0.0,0.0,100.0,,100.0
472,60,Yukon,Yukon,07-04-2020,7,0,0.0,7,787.0,,,19264.0,0.0,0.0,17.13,0.0,0.0,0.0,12.0,,100.0
473,61,Northwest Territories,Territoires du Nord-Ouest,07-04-2020,5,0,0.0,5,1230.0,,,27439.0,0.0,0.0,11.15,0.0,0.0,0.0,13.0,,100.0
474,62,Nunavut,Nunavut,07-04-2020,0,0,0.0,0,234.0,,,6034.0,0.0,0.0,0.0,0.0,0.0,,5.0,,
475,99,Repatriated travellers,Voyageurs rapatriés,07-04-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
476,1,Canada,Canada,07-04-2020,17883,14,380.0,17897,348105.0,,,9261.0,1230.0,7.38,47.61,1.011,57.0,2.12,11299.0,,97.88
477,59,British Columbia,Colombie-Britannique,08-04-2020,1336,0,48.0,1336,44269.0,838.0,62.72,8729.0,45.0,3.49,26.34,0.946,5.0,3.59,1012.0,55.0,33.68
478,48,Alberta,Alberta,08-04-2020,1423,0,29.0,1423,66783.0,,,15278.0,50.0,3.64,32.55,0.6629999999999999,3.0,2.04,1518.0,,97.96
479,47,Saskatchewan,Saskatchewan,08-04-2020,271,0,3.0,271,15059.0,,,12822.0,11.0,4.23,23.07,0.255,0.0,1.11,856.0,,98.89
480,46,Manitoba,Manitoba,08-04-2020,206,15,3.0,221,14569.0,,,10638.0,4.0,1.84,16.14,0.21899999999999997,0.0,1.36,579.0,,98.64
481,35,Ontario,Ontario,08-04-2020,5276,0,174.0,5276,85703.0,,,5884.0,550.0,11.64,36.22,1.195,21.0,3.3,3648.0,,96.7
482,24,Quebec,Québec,08-04-2020,10031,0,175.0,10031,109270.0,,,12878.0,691.0,7.4,118.22,2.062,25.0,1.74,4744.0,,98.26
483,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,08-04-2020,232,0,2.0,232,4135.0,,,7928.0,4.0,1.75,44.48,0.38299999999999995,0.0,0.86,177.0,,99.14
484,13,New Brunswick,Nouveau-Brunswick,08-04-2020,108,0,0.0,108,6477.0,,,8338.0,3.0,2.86,13.9,0.0,0.0,0.0,375.0,,100.0
485,12,Nova Scotia,Nouvelle-Écosse,08-04-2020,342,0,1.0,342,12072.0,,,12427.0,32.0,10.32,35.21,0.10300000000000001,1.0,0.29,513.0,,99.71
486,11,Prince Edward Island,Île-du-Prince-Édouard,08-04-2020,24,0,0.0,24,1347.0,,,8583.0,2.0,9.09,15.29,0.0,0.0,0.0,408.0,,100.0
487,60,Yukon,Yukon,08-04-2020,7,0,0.0,7,794.0,,,19435.0,0.0,0.0,17.13,0.0,0.0,0.0,7.0,,100.0
488,61,Northwest Territories,Territoires du Nord-Ouest,08-04-2020,5,0,0.0,5,1251.0,,,27908.0,0.0,0.0,11.15,0.0,0.0,0.0,21.0,,100.0
489,62,Nunavut,Nunavut,08-04-2020,0,0,0.0,0,240.0,,,6189.0,0.0,0.0,0.0,0.0,0.0,,6.0,,
490,99,Repatriated travellers,Voyageurs rapatriés,08-04-2020,13,0,0.0,13,76.0,,,,0.0,0.0,,,0.0,0.0,0.0,,100.0
491,1,Canada,Canada,08-04-2020,19274,15,435.0,19289,361969.0,,,9630.0,1392.0,7.78,51.32,1.157,55.0,2.26,13864.0,,97.74
492,59,British Columbia,Colombie-Britannique,09-04-2020,1370,0,50.0,1370,45156.0,858.0,62.63,8904.0,34.0,2.54,27.01,0.986,2.0,3.65,887.0,20.0,33.72
493,48,Alberta,Alberta,09-04-2020,1451,0,32.0,1451,68116.0,,,15582.0,28.0,1.97,33.19,0.732,3.0,2.21,1333.0,,97.79
494,47,Saskatchewan,Saskatchewan,09-04-2020,278,0,3.0,278,16059.0,,,13673.0,7.0,2.58,23.67,0.255,0.0,1.08,1000.0,,98.92
495,46,Manitoba,Manitoba,09-04-2020,207,17,3.0,224,14569.0,,,10638.0,3.0,1.36,16.36,0.21899999999999997,0.0,1.34,0.0,,98.66
496,35,Ontario,Ontario,09-04-2020,5759,0,200.0,5759,89906.0,,,6172.0,483.0,9.15,39.54,1.3730000000000002,26.0,3.47,4203.0,,96.53
497,24,Quebec,Québec,09-04-2020,10912,0,216.0,10912,113365.0,,,13361.0,881.0,8.78,128.6,2.546,41.0,1.98,4095.0,,98.02
498,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-04-2020,236,0,3.0,236,4384.0,,,8406.0,4.0,1.72,45.25,0.575,1.0,1.27,249.0,,98.73
499,13,New Brunswick,Nouveau-Brunswick,09-04-2020,111,0,0.0,111,6949.0,,,8945.0,3.0,2.78,14.29,0.0,0.0,0.0,472.0,,100.0
500,12,Nova Scotia,Nouvelle-Écosse,09-04-2020,373,0,2.0,373,13045.0,,,13429.0,31.0,9.06,38.4,0.20600000000000002,1.0,0.54,973.0,,99.46
501,11,Prince Edward Island,Île-du-Prince-Édouard,09-04-2020,25,0,0.0,25,1435.0,,,9143.0,1.0,4.17,15.93,0.0,0.0,0.0,88.0,,100.0
502,60,Yukon,Yukon,09-04-2020,8,0,0.0,8,806.0,,,19729.0,1.0,14.29,19.58,0.0,0.0,0.0,12.0,,100.0
503,61,Northwest Territories,Territoires du Nord-Ouest,09-04-2020,5,0,0.0,5,1265.0,,,28220.0,0.0,0.0,11.15,0.0,0.0,0.0,14.0,,100.0
504,62,Nunavut,Nunavut,09-04-2020,0,0,0.0,0,247.0,,,6369.0,0.0,0.0,0.0,0.0,0.0,,7.0,,
